#          chi2            h           OmegaM           OmegaK               Acceptrate
        38.4296        0.727418        0.181471     -0.00367682                7.27853%
        38.1916        0.726056        0.201576       0.0340606                7.28458%
        42.8526        0.729659        0.191314      -0.0836281                7.29483%
         41.447        0.726969        0.226868        -0.13011                7.30613%
        36.2949        0.732486        0.265076       -0.207028                7.31003%
        37.7213        0.726394        0.327412       -0.247285                7.32236%
        38.1281        0.740421        0.262725       -0.282786                7.33468%
         39.867        0.735232        0.305601       -0.361938                7.34276%
        37.5436         0.74339        0.297747       -0.340474                7.35294%
        39.2589        0.743871        0.276296       -0.347928                7.35993%
        36.7252        0.737524        0.303738       -0.346472                7.36585%
        36.6123         0.73188        0.347574       -0.361026                7.37811%
